Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,Evolved FSM 6,2.8392887029288705,0.7785472803347281,40.0,1.0,0.7224251046025105,0.056122175732217575,0.11256569037656905,0.10888702928870293,0.9356035866023422,0.33647477740025855,0.7473201708274222,0.2211827091879728
1,EvolvedLookerUp2_2_2,2.8134811715481174,0.751305439330544,48.0,1.0,0.6656451882845188,0.08566025104602511,0.14287196652719666,0.1058225941422594,0.8537802816273571,0.4558210043565805,0.586831049377834,0.8906263249863842
2,Evolved HMM 5,2.807799163179916,0.747176569037657,43.0,1.0,0.6950309623430962,0.05214560669456067,0.11773389121338912,0.13508953974895396,0.9986372407252259,0.5070257037762528,0.039106710348306234,0.21638743177540268
3,Evolved ANN 5,2.8053807531380754,0.6999297071129708,47.0,1.0,0.6874543933054393,0.01247531380753138,0.11065271966527197,0.18941757322175734,1.0,0.7328783983689716,0,0.37726033955235133
4,Evolved ANN,2.8048284518828455,0.7002343096234309,50.0,1.0,0.6901640167364016,0.010070292887029288,0.10851882845188285,0.19124686192468618,0.9835602651482604,0.8490033170975833,0.4369660848831113,0.00597733047551135
5,Evolved FSM 16 Noise 05,2.7981338912133893,0.7122192468619247,50.0,1.0,0.6924451882845188,0.019774058577405856,0.1077154811715481,0.1800652719665272,0.9843498932491431,0.5679275459602097,0.4276220623668775,0.07702918866614011
6,PSO Gambler 2_2_2,2.788953974895397,0.6912133891213389,46.0,1.0,0.6137271966527197,0.07748619246861925,0.1589489539748954,0.1498376569037657,0.8557046716736905,0.38034177485759624,0.5126163140497105,0.43401325003497687
7,PSO Gambler Mem1,2.7816317991631796,0.734836820083682,45.0,1.0,0.6940769874476987,0.04075983263598326,0.10838493723849373,0.15677824267782425,1.0,0.5321883916522323,0,0.12483834561567707
8,Evolved FSM 16,2.7792468619246864,0.7087832635983263,66.0,1.0,0.614731380753138,0.09405188284518827,0.16176066945606693,0.12945606694560668,0.8268744981904534,0.5929692439696252,0.5193628474838714,0.3716858423056813
9,PSO Gambler 1_1_1,2.77418410041841,0.7027866108786611,49.0,1.0,0.6692384937238494,0.03354811715481172,0.11864435146443515,0.17856903765690377,1.0,0.30495960750245915,0,0.13637238995775888
10,Original Gradual,2.7738828451882847,0.7667347280334728,43.0,1.0,0.7388836820083682,0.0278510460251046,0.08087866108786611,0.1523866108786611,1.0,0.394024315650927,0.35768044148604383,0.1867692264152988
11,"Omega TFT: 3, 8",2.772945606694561,0.7172468619246862,42.0,1.0,0.7089824267782426,0.008264435146443514,0.09078493723849373,0.1919682008368201,0.9996432441322731,0.21780601765983656,0.6037926669084511,0.013744189758827111
12,"DBS: 0.75, 3, 4, 3, 5",2.768828451882845,0.7206744769874477,37.0,1.0,0.6992987447698744,0.02137573221757322,0.09758493723849372,0.18174058577405858,0.987610327031075,0.7842924215108059,0.3345384256055274,0.1742390909413117
13,Evolved FSM 4,2.7649623430962342,0.784234309623431,38.0,1.0,0.6769154811715482,0.10731882845188284,0.13004518828451883,0.08572050209205022,0.9393509637188309,0.45422450476419696,0,0.8015440727993203
