Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
131,First by Nydegger,2.4680334728033473,0.9468451882845188,15.0,1.0,0.7587112970711297,0.1881338912133891,0.0358326359832636,0.017322175732217573,0.9848439878165669,0.9499171409205096,0.7686430648067476,0.6622412839818832
132,"First by Feld: 1.0, 0.5, 200",2.4573221757322172,0.6332050209205021,146.0,1.0,0.5373054393305439,0.09589958158995816,0.12117154811715482,0.2456234309623431,0.9524148541652548,0,0.9311578720436308,0
133,Random Hunter,2.4110460251046026,0.9382259414225942,14.0,1.0,0.7513974895397489,0.1868284518828452,0.024769874476987447,0.037004184100418405,0.9916228927512855,0.9655526267709305,0.4262900101442392,0.1300867230912286
134,Hard Prober,2.3973221757322176,0.40147280334728036,91.0,0.0,0.32471966527196655,0.07675313807531381,0.20523849372384936,0.39328870292887025,0.8738252873479687,0.4699362817955069,0.49976416418930497,0.39218948982781826
135,Cycle Hunter,2.397071129707113,0.9459414225941423,11.0,1.0,0.7492887029288704,0.19665271966527198,0.022326359832635985,0.031732217573221755,0.9925190712657579,0.9752866502866502,0,0
136,Raider,2.3928033472803345,0.3920502092050209,99.0,0.0,0.3177071129707113,0.07434309623430962,0.20651046025104602,0.40143933054393305,0.9727267374208098,0.49571392049821633,0.5989902095164403,0.339349949402714
137,Defector Hunter,2.3839330543933053,0.988,0.0,1.0,0.7901087866108787,0.19789121338912133,0.0007866108786610879,0.011213389121338914,1.0,0.987236720696065,1.0,0
138,UsuallyCooperates,2.372803347280335,0.9598828451882845,0.0,1.0,0.7424267782426778,0.2174560669456067,0.02657740585774059,0.013539748953974895,0.922140103637543,1.0,1.0,1.0
139,First by Tullock,2.3712970711297072,0.6500251046025105,102.0,1.0,0.5286025104602511,0.12142259414225941,0.10905439330543933,0.2409205020920502,0.8702707011768577,0.6364496112555004,0.6443253842843882,0.29744815418906634
140,Alternator Hunter,2.3681171548117157,0.9808535564853557,3.0,1.0,0.7716485355648536,0.20920502092050208,0.007732217573221758,0.011414225941422594,0.9947826086956523,0.9957660940482388,0,0
