Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
0,"First by Tideman and Chieruzzi: (D, D)",3.0309623430962342,0.5342259414225942,196.0,1.0,0.46661087866108786,0.06761506276150628,0.2890376569037657,0.1767364016736402,0.7054251984399044,0,0.5602678571428571,0
1,"Michaelos: (D,)",2.989121338912134,0.6826778242677825,177.0,1.0,0.6088702928870293,0.07380753138075315,0.2107112970711297,0.10661087866108787,0.7844274479009642,0,0.44673336998918395,0
2,"Alexei: (D,)",2.98326359832636,0.7009205020920503,172.0,1.0,0.6174058577405858,0.08351464435146444,0.2082008368200837,0.09087866108786612,0.7818405962794144,0,0.819927536231884,0
3,"EugineNier: (D,)",2.980753138075314,0.701255230125523,171.0,1.0,0.6177405857740585,0.08351464435146443,0.20803347280334727,0.0907112970711297,0.782706369851501,0,0.836,0
4,"Stalker: (D,)",2.928870292887029,0.7193305439330544,169.0,1.0,0.6235983263598327,0.09573221757322174,0.19514644351464433,0.08552301255230126,0.7616230249123902,0.3696416678559536,0.8118757259001163,0.388188608776844
5,"BackStabber: (D, D)",2.9230125523012553,0.6,177.0,1.0,0.502092050209205,0.09790794979079499,0.2555648535564854,0.14443514644351466,0.6931042549876631,0.7249740047534166,0,0
6,"First by Stein and Rapoport: 0.05: (D, D)",2.922175732217573,0.6,178.0,1.0,0.5019246861924685,0.09807531380753139,0.25422594142259414,0.14577405857740589,0.6879905844031406,0.7425176675176675,0,0
7,"DoubleCrosser: (D, D)",2.9188284518828453,0.6,177.0,1.0,0.5010878661087865,0.0989121338912134,0.25405857740585774,0.14594142259414228,0.6897316684312201,0.7213082155939299,0,0
8,Knowledgeable Worse and Worse,2.8803347280334726,0.39531380753138073,188.0,0.7882845188284519,0.2994142259414226,0.09589958158995816,0.342092050209205,0.26259414225941424,0.4129345875824749,0.4609463453213453,0.3049633815258815,0.313324727481354
9,Predator,2.8594142259414226,0.23447698744769874,214.0,1.0,0.1775732217573222,0.05690376569037658,0.3892887029288703,0.37623430962343096,0.6666666666666666,0,0.37301056431491214,0.3572858622858622
10,Prober 3,2.8585774058577407,0.28736401673640166,159.0,0.0,0.11112970711297072,0.17623430962343098,0.45456066945606693,0.2580753138075314,0.8140000000000001,0,0.7580452411438325,0.49338415207980424
11,Meta Winner Ensemble: 217 players,2.8435146443514645,0.4793305439330544,154.0,0.9364016736401674,0.358326359832636,0.12100418410041841,0.3126359832635983,0.20803347280334727,0.4627852481834783,0.5680909863945579,0.3070258093355919,0.5004162504162504
12,Handshake,2.831799163179916,0.24368200836820084,202.0,1.0,0.1901255230125523,0.05355648535564854,0.3752301255230126,0.3810878661087866,0.42435897435897435,0.8658730158730159,0,0.6412840136054421
13,"ZD-Extortion: 0.2, 0.1, 1",2.831799163179916,0.5218410041841004,149.0,1.0,0.4266108786610879,0.09523012552301256,0.26644351464435145,0.21171548117154812,0.6219665576550603,0.395183360700602,0.36067491349749414,0
14,CollectiveStrategy,2.8309623430962345,0.22577405857740585,202.0,1.0,0.18058577405857743,0.045188284518828455,0.3789121338912134,0.3953138075313808,0.4763392857142857,0,0,0.5707482993197278
15,TF2,2.815062761506276,0.44468619246861923,170.0,1.0,0.29372384937238494,0.1509623430962343,0.34410041841004185,0.21121338912133894,0.4718501984126984,0,0.8267370129870131,0.34880952380952385
16,AntiCycler,2.814225941422594,0.4,164.0,1.0,0.23866108786610882,0.16133891213389123,0.3745606694560669,0.22543933054393306,0,0,0.5342457192850895,0.937115322319404
17,"ZD-Extort-4: 0.23529411764705882, 0.25, 1",2.810878661087866,0.559163179916318,135.0,1.0,0.4533891213389121,0.10577405857740586,0.25489539748953977,0.18594142259414226,0.6341639055873797,0,0.5204831116595823,0
18,ThueMorseInverse,2.809205020920502,0.4,164.0,1.0,0.2396652719665272,0.16033472803347282,0.37389121338912135,0.22610878661087866,0,0,0.5235470085470085,0.934379021879022
19,Prober 4,2.8083682008368203,0.6,138.0,1.0,0.4224267782426779,0.1775732217573222,0.28719665271966527,0.11280334728033473,0.44209359540241894,0.5770378557612599,1.0,1.0
20,Meta Winner Long Memory: 136 players,2.79163179916318,0.8177405857740586,147.0,1.0,0.6801673640167364,0.13757322175732217,0.14192468619246862,0.04033472803347281,0.7940393542922151,0.879799737240594,0.75,0.7476190476190475
21,Meta Winner Stochastic: 68 players,2.790794979079498,0.596652719665272,127.0,1.0,0.44569037656903765,0.1509623430962343,0.2619246861924686,0.1414225941422594,0.5964212056059881,0.7275173824354152,0.34245007680491557,0.7505204738900392
22,UsuallyDefects,2.7698744769874475,0.11464435146443515,171.0,0.0,0.021422594142259416,0.09322175732217573,0.45523012552301256,0.4301255230125523,0,0,0,0.7049966395856807
23,SelfSteem,2.7631799163179918,0.3462761506276151,187.0,0.4903765690376569,0.24384937238493723,0.10242677824267783,0.34410041841004185,0.30962343096234307,0.44834449404761906,0,0.5358784476840033,0
24,Sneaky Tit For Tat,2.7606694560669456,0.5748953974895398,94.0,1.0,0.4102092050209205,0.16468619246861924,0.276652719665272,0.1484518828451883,0.5931992945326278,0.6132569077013521,0.8331831831831832,0.9008921112304571
25,Meta Winner Memory One: 37 players,2.7589958158995813,0.5819246861924686,108.0,1.0,0.4269456066945607,0.15497907949790796,0.2689539748953975,0.1491213389121339,0.5809367623526915,0.796947862079441,0.30604138851802404,0.8876610305958131
26,Meta Winner Deterministic: 149 players,2.7573221757322175,0.8259414225941423,152.0,1.0,0.6692887029288703,0.156652719665272,0.14259414225941422,0.031464435146443516,0.771834929369148,0.961988619994238,0,0
27,Cycler DC,2.7548117154811713,0.4,157.0,0.0,0.16702928870292888,0.23297071129707111,0.4140585774058577,0.18594142259414226,0,0,1.0,1.0
28,Fortress3,2.7489539748953975,0.13757322175732217,166.0,0.0,0.016401673640167362,0.12117154811715482,0.46142259414225945,0.40100418410041844,1.0,0,0,0.45699481751311016
29,Cycler DDC,2.7472803347280337,0.2,173.0,0.0,0.06744769874476989,0.13255230125523013,0.43698744769874476,0.36301255230125523,0,0,0.38317728023610376,0.6648455893521683
30,Desperate,2.7447698744769875,0.3091213389121339,157.0,0.5087866108786611,0.13456066945606696,0.17456066945606694,0.4107112970711297,0.2801673640167364,0,0,0,1.0
